Full Node Name|Asset Number|Asset Owner|Manufacturer|Purchase Date|Serial Number|System Model|Floor space|DOMS RFID|Planned Decommission Date
ukncsavis303.im.root-domain.net||HP|Sun|2012-10-29 00:00:00|BDF1240366-UKNCSAVIS303|SPARC ENTERPRISE M4000|Refer to DOMS||
ukncsaviv001.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV001|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv002.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv003.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv004.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv005.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv007.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv008.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV008|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv009.via.novonet||HP|IBM|2010-05-14 00:00:00|83882AF-UKNCSAVIV009|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
ukncsaviv010.via.novonet||HP|IBM|2010-05-14 00:00:00|83882AF-UKNCSAVIV010|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv011.via.novonet||HP|IBM|2010-11-18 00:00:00|6505C6A-UKNCSAVIV011|POWER 770|Refer to DOMS||
ukncsaviv012.via.novonet||HP|IBM|2010-11-18 00:00:00|||Refer to DOMS||
ukncsaviv013.via.novonet||HP|IBM|2010-11-18 00:00:00|||Refer to DOMS||
ukncsaviv014.via.novonet||HP|IBM|2010-11-18 00:00:00|||Refer to DOMS||
ukncsaviv015.via.novonet||HP|IBM|2010-11-18 00:00:00|||Refer to DOMS||
ukncsaviv016.via.novonet||HP|IBM|2010-05-14 00:00:00|83882AF-UKNCSAVIV016|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv017.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV017|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv018.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV018|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv019.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV019|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv020.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
ukncsaviv021.via.novonet||HP|IBM|2010-05-14 00:00:00|101C01A-UKNCSAVIV021|POWER 770|Refer to DOMS||
ukncsaviv022.via.novonet||HP|IBM|2011-03-24 00:00:00|||Refer to DOMS||
ukncsaviv023.via.novonet||HP|IBM|2011-03-24 00:00:00|||Refer to DOMS||
ukncsaviv024.via.novonet||HP|IBM|2011-03-24 00:00:00|||Refer to DOMS||
ukncsaviv025.via.novonet||HP|IBM|2011-03-24 00:00:00|||Refer to DOMS||
ukncsaviv026.via.novonet||HP|IBM|2010-05-14 00:00:00|83882AF-UKNCSAVIV026|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv027.via.novonet||HP|IBM|2010-05-14 00:00:00|83882AF-UKNCSAVIV027|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv028.via.novonet||HP|IBM|2011-01-21 00:00:00|83882AF-UKNCSAVIV028|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv031.via.novonet||HP|IBM|2012-03-01 00:00:00|0628F4R-UKNCSAVIV031|POWER 770|Refer to DOMS||
ukncsaviv032.via.novonet||HP|IBM|2012-03-06 00:00:00|||Refer to DOMS||
ukncsaviv033.via.novonet||HP|IBM|2012-03-06 00:00:00|||Refer to DOMS||
ukncsaviv034.via.novonet||HP|IBM|2012-03-05 00:00:00|||Refer to DOMS||
ukncsaviv035.via.novonet||HP|IBM|2012-03-05 00:00:00|||Refer to DOMS||
ukncsaviv041.via.novonet||HP|IBM|2012-11-22 00:00:00|650EEA2-UKNCSAVIV041|POWER 770|Refer to DOMS||
ukncsaviv042.via.novonet||HP|IBM|2012-11-22 00:00:00|||Refer to DOMS||
ukncsaviv043.via.novonet||HP|IBM|2012-11-22 00:00:00|||Refer to DOMS||
ukncsaviv044.via.novonet||HP|IBM|2012-11-22 00:00:00|||Refer to DOMS||
ukncsaviv045.via.novonet||HP|IBM|2012-11-22 00:00:00|||Refer to DOMS||
ukncsaviv051.via.novonet||HP|IBM|2013-04-18 00:00:00|83882AF-UKNCSAVIV051|ESERVER P5 590 9119|n/a||
ukncsaviv052.via.novonet||Customer|IBM|2009-09-22 00:00:00|83882AF-UKNCSAVIV051|ESERVER P5 590 9119|n/a||
ukncsaviv053.via.novonet||Customer|IBM|2009-09-22 00:00:00||ESERVER P5 590 9119|n/a||
ukncsaviv054.via.novonet||HP|IBM|2013-05-28 00:00:00|0XA101015|ESERVER P5 590 9119|n/a||
ukncsaviv055.via.novonet||HP|IBM|2013-05-29 00:00:00|0XA101016|ESERVER P5 590 9119|n/a||
ukncsaviv061.via.novonet|||||||Refer to DOMS||
ukncsaviv063.via.novonet|||||||Refer to DOMS||
ukncsaviv064.via.novonet|||||||Refer to DOMS||
ukncsaviv065.via.novonet|||||||Refer to DOMS||
ukncsaviv101.via.novonet||HP|IBM|2011-03-11 00:00:00|6505C6A-UKNCSAVIV101|POWER 770|Refer to DOMS||
ukncsaviv102.via.novonet||HP|IBM|2011-03-11 00:00:00|6505C6A-UKNCSAVIV102|POWER 770|Refer to DOMS||
ukncsaviv111.via.novonet||HP|IBM|2011-04-07 00:00:00|6505C6A-UKNCSAVIV111|POWER 770|Refer to DOMS||
ukncsaviv112.via.novonet||HP|IBM|2011-02-17 00:00:00|6505C6A-UKNCSAVIV112|POWER 770|Refer to DOMS||
ukncsaviv113.via.novonet||HP|IBM|2011-02-17 00:00:00|6505C6A-UKNCSAVIV113|POWER 770|Refer to DOMS||
ukncsaviv117.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV117|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv118.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV118|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv119.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV119|POWER 770|Refer to DOMS||
ukncsaviv120.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV120|POWER 770|Refer to DOMS||
ukncsaviv121.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV121|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv123.via.novonet||HP|IBM|2010-05-14 00:00:00|6505C6A-UKNCSAVIV123|POWER 770|Refer to DOMS||
ukncsaviv124.via.novonet||HP|IBM|2010-05-14 00:00:00|6505C6A-UKNCSAVIV124|POWER 770|Refer to DOMS||
ukncsaviv125.via.novonet||HP|IBM|2010-05-14 00:00:00|6505C6A-UKNCSAVIV125|POWER 770|Refer to DOMS||
ukncsaviv127.via.novonet||HP|IBM|2013-05-14 00:00:00|101C01A-UKNCSAVIV127|POWER 770|Refer to DOMS||29-NOV-12
ukncsaviv128.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV128|POWER 770|Refer to DOMS||
ukncsaviv129.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV129|POWER 770|Refer to DOMS||
ukncsaviv146.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV146|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv147.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV147|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv148.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV148|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv149.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV149|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv150.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV150|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv151.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV151|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv152.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV152|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv158.via.novonet||HP|IBM|2010-08-18 00:00:00|83DF8B4-UKNCSAVIV158|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv159.via.novonet||HP|IBM|2010-08-20 00:00:00|83DF8B4-UKNCSAVIV159|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv160.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV160|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv161.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV161|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv162.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV162|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv163.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV163|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv164.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV164|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv165.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV165|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv166.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV166|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv167.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV167|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv169.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV169|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv170.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV170|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv171.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV171|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv172.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV172|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv178.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV178|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv182.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV182|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv183.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV183|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv184.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV184|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv185.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV185|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv186.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV186|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv187.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV187|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv188.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV188|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv189.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV189|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv190.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV190|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv191.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV191|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv194.via.novonet||HP|IBM|2010-05-14 00:00:00|0628F4R-UKNCSAVIV194|POWER 770|Refer to DOMS||
ukncsaviv195.via.novonet||HP|IBM|2010-05-14 00:00:00|0628F4R-UKNCSAVIV195|POWER 770|Refer to DOMS||
ukncsaviv198.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV198|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv199.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8B4-UKNCSAVIV199|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv201.via.novonet||HP|IBM|2010-07-23 00:00:00|6505C6A-UKNCSAVIV201|POWER 770|Refer to DOMS||
ukncsaviv202.via.novonet||HP|IBM|2010-07-23 00:00:00|6505C6A-UKNCSAVIV202|POWER 770|Refer to DOMS||
ukncsaviv203.via.novonet||HP|IBM|2010-07-23 00:00:00|6505C6A-UKNCSAVIV203|POWER 770|Refer to DOMS||
ukncsaviv204.via.novonet||HP|IBM|2010-07-23 00:00:00|101C01A-UKNCSAVIV204|POWER 770|Refer to DOMS||29-NOV-12
ukncsaviv207.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F4R-UKNCSAVIV207|POWER 770|Refer to DOMS||
ukncsaviv208.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F4R-UKNCSAVIV208|POWER 770|Refer to DOMS||
ukncsaviv209.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F4R-UKNCSAVIV209|POWER 770|Refer to DOMS||
ukncsaviv210.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F4R-UKNCSAVIV210|POWER 770|Refer to DOMS||
ukncsaviv211.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F4R-UKNCSAVIV211|POWER 770|Refer to DOMS||
ukncsaviv212.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F4R-UKNCSAVIV212|POWER 770|Refer to DOMS||
ukncsaviv213.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F4R-UKNCSAVIV213|POWER 770|Refer to DOMS||
ukncsaviv214.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F4R-UKNCSAVIV214|POWER 770|Refer to DOMS||
ukncsaviv215.via.novonet||HP|IBM|2010-10-15 00:00:00|83DF8B4-UKNCSAVIV215|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv218.via.novonet||HP|IBM|2010-11-01 00:00:00|83DF8B4-UKNCSAVIV218|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv219.via.novonet||HP|IBM|2010-11-01 00:00:00|83DF8B4-UKNCSAVIV219|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv220.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV220|POWER 770|Refer to DOMS||
ukncsaviv221.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV221|POWER 770|Refer to DOMS||
ukncsaviv226.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV226|POWER 770|Refer to DOMS||
ukncsaviv227.via.novonet||HP|IBM|2011-04-12 00:00:00|||Refer to DOMS||
ukncsaviv228.via.novonet||HP|IBM|2011-04-12 00:00:00|6505C6A-UKNCSAVIV228|POWER 770|Refer to DOMS||
ukncsaviv229.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV229|POWER 770|Refer to DOMS||
ukncsaviv230.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV230|POWER 770|Refer to DOMS||
ukncsaviv232.via.novonet||HP|IBM|2010-11-18 00:00:00|83882AF-UKNCSAVIV232|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
ukncsaviv233.via.novonet||HP|IBM|2010-11-18 00:00:00|83882AF-UKNCSAVIV233|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
ukncsaviv239.via.novonet||HP|IBM|2010-10-18 00:00:00|83DF8B4-UKNCSAVIV239|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv240.via.novonet||HP|IBM|2010-10-26 00:00:00|83DF8B4-UKNCSAVIV240|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv241.via.novonet||HP|IBM|2010-07-23 00:00:00|83DF8B4-UKNCSAVIV241|ESERVER P5 595 9119|Refer to DOMS||
ukncsaviv243.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV243|POWER 770|Refer to DOMS||
ukncsaviv244.via.novonet||HP|IBM|2011-04-13 00:00:00|650EEA2-UKNCSAVIV244|POWER 770|Refer to DOMS||
ukncsaviv245.via.novonet||HP|IBM|2011-03-15 00:00:00|650EEA2-UKNCSAVIV245|POWER 770|Refer to DOMS||
ukncsaviv247.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV247|POWER 770|Refer to DOMS||
ukncsaviv250.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV250|POWER 770|Refer to DOMS||
ukncsaviv251.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV251|POWER 770|Refer to DOMS||
ukncsaviv252.via.novonet||HP|IBM|2011-03-25 00:00:00|83882AF-UKNCSAVIV252|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
ukncsaviv253.via.novonet||HP|IBM|2011-03-25 00:00:00|83882AF-UKNCSAVIV253|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv257.via.novonet||HP|IBM|2011-01-18 00:00:00|6505C6A-UKNCSAVIV257|POWER 770|Refer to DOMS||
ukncsaviv258.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV258|POWER 770|Refer to DOMS||
ukncsaviv259.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV259|POWER 770|Refer to DOMS||
ukncsaviv260.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV260|POWER 770|Refer to DOMS||
ukncsaviv261.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV261|POWER 770|Refer to DOMS||
ukncsaviv262.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV262|POWER 770|Refer to DOMS||
ukncsaviv263.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV263|POWER 770|Refer to DOMS||
ukncsaviv264.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV264|POWER 770|Refer to DOMS||
ukncsaviv265.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV265|POWER 770|Refer to DOMS||
ukncsaviv266.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV266|POWER 770|Refer to DOMS||
ukncsaviv268.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV268|POWER 770|Refer to DOMS||
ukncsaviv269.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV269|POWER 770|Refer to DOMS||
ukncsaviv274.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV274|POWER 770|Refer to DOMS||
ukncsaviv275.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV275|POWER 770|Refer to DOMS||
ukncsaviv276.via.novonet||HP|IBM|2011-04-13 00:00:00|650EEA2-UKNCSAVIV276|POWER 770|Refer to DOMS||
ukncsaviv277.via.novonet||HP|IBM|2011-04-13 00:00:00|650EEA2-UKNCSAVIV277|POWER 770|Refer to DOMS||
ukncsaviv278.via.novonet||HP|IBM|2011-04-13 00:00:00|650EEA2-UKNCSAVIV278|POWER 770|Refer to DOMS||
ukncsaviv279.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV279|POWER 770|Refer to DOMS||
ukncsaviv281.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV281|POWER 770|Refer to DOMS||
ukncsaviv282.via.novonet||HP|IBM|2011-04-13 00:00:00|650EEA2-UKNCSAVIV282|POWER 770|Refer to DOMS||
ukncsaviv283.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV283|POWER 770|Refer to DOMS||
ukncsaviv284.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV284|POWER 770|Refer to DOMS||
ukncsaviv290.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV290|POWER 770|Refer to DOMS||
ukncsaviv291.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV291|POWER 770|Refer to DOMS||
ukncsaviv292.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV292|POWER 770|Refer to DOMS||
ukncsaviv294.via.novonet||HP|IBM|2010-05-14 00:00:00|101C01A-UKNCSAVIV294|POWER 770|Refer to DOMS||
ukncsaviv296.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV296|POWER 770|Refer to DOMS||
ukncsaviv297.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV297|POWER 770|Refer to DOMS||
ukncsaviv298.via.novonet||HP|IBM|2011-12-08 00:00:00|101C01A-UKNCSAVIV298|POWER 770|Refer to DOMS||
ukncsaviv299.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV299|POWER 770|Refer to DOMS||
ukncsaviv300.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV300|POWER 770|Refer to DOMS||
ukncsaviv301.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV301|POWER 770|Refer to DOMS||
ukncsaviv302.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV302|POWER 770|Refer to DOMS||
ukncsaviv303.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV303|POWER 770|Refer to DOMS||
ukncsaviv304.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV304|POWER 770|Refer to DOMS||
ukncsaviv305.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV305|POWER 770|Refer to DOMS||
ukncsaviv306.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV306|POWER 770|Refer to DOMS||
ukncsaviv308.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV308|POWER 770|Refer to DOMS||
ukncsaviv312.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV312|POWER 770|Refer to DOMS||
ukncsaviv313.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV313|POWER 770|Refer to DOMS||
ukncsaviv315.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV315|POWER 770|Refer to DOMS||
ukncsaviv316.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV316|POWER 770|Refer to DOMS||
ukncsaviv317.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV317|POWER 770|Refer to DOMS||
ukncsaviv321.via.novonet||HP|IBM|2010-05-14 00:00:00|101C01A-UKNCSAVIV321|POWER 770|Refer to DOMS||
ukncsaviv322.via.novonet||HP|IBM|2010-05-14 00:00:00|101C01A-UKNCSAVIV322|POWER 770|Refer to DOMS||
ukncsaviv323.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV323|POWER 770|Refer to DOMS||
ukncsaviv329.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV329|POWER 770|Refer to DOMS||
ukncsaviv332.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV332|POWER 770|Refer to DOMS||
ukncsaviv333.via.novonet||HP|IBM|2011-04-13 00:00:00|101C01A-UKNCSAVIV333|POWER 770|Refer to DOMS||
ukncsaviv345.via.novonet||HP|IBM|2012-03-06 00:00:00|83882AF-UKNCSAVIV345|ESERVER P5 590 9119|Refer to DOMS||
ukncsaviv346.via.novonet||HP|IBM|2012-03-06 00:00:00|0628F4R-UKNCSAVIV346|P5 IBM,9119-590|Refer to DOMS||
ukncsaviv349.via.novonet||HP|IBM|2012-05-09 00:00:00|0628F4R-UKNCSAVIV349|POWER 770|Refer to DOMS||
ukncsaviv350.via.novonet||HP||2012-05-09 00:00:00|||Refer to DOMS||
ukncsaviv351.via.novonet||HP||2012-05-09 00:00:00|||Refer to DOMS||
ukncsaviv354.via.novonet||HP|IBM|2012-05-17 00:00:00|0628F4R-UKNCSAVIV354|POWER 770|Refer to DOMS||
ukncsaviv355.via.novonet||HP|IBM|2012-05-17 00:00:00|0628F4R-UKNCSAVIV355|POWER 770|Refer to DOMS||
ukncsaviv356.via.novonet||HP|IBM|2012-05-17 00:00:00|0628F4R-UKNCSAVIV356|POWER 770|Refer to DOMS||
ukncsaviv357.via.novonet||HP|IBM|2012-06-18 00:00:00|0628F4R-UKNCSAVIV357|POWER 770|Refer to DOMS||
ukncsaviv358.via.novonet||HP|IBM|2012-05-09 00:00:00|0628F4R-UKNCSAVIV358|POWER 770|Refer to DOMS||
ukncsaviv360.via.novonet||HP|IBM|2012-07-13 00:00:00|6505C6A-UKNCSAVIV360|POWER 770|Refer to DOMS||
ukncsaviv361.via.novonet||HP|IBM|2011-04-13 00:00:00|6505C6A-UKNCSAVIV361|POWER 770|Refer to DOMS||
ukncsaviv365.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV365|POWER 770|Refer to DOMS||
ukncsaviv366.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV366|POWER 770|Refer to DOMS||
ukncsaviv367.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV367|POWER 770|Refer to DOMS||
ukncsaviv368.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F4R-UKNCSAVIV368|POWER 770|Refer to DOMS||
ukncsaviv369.via.novonet||HP|IBM|2012-07-13 00:00:00|6505C6A-UKNCSAVIV369|POWER 770|Refer to DOMS||
ukncsaviv370.via.novonet||HP|IBM|2012-07-13 00:00:00|6505C6A-UKNCSAVIV370|POWER 770|Refer to DOMS||
ukncsaviv371.via.novonet||HP|IBM|2012-07-13 00:00:00|101C01A-UKNCSAVIV371|POWER 770|Refer to DOMS||
ukncsaviv372.via.novonet||HP|IBM|2012-07-13 00:00:00|101C01A-UKNCSAVIV372|POWER 770|Refer to DOMS||
ukncsaviv373.via.novonet||HP|IBM|2013-02-07 00:00:00|0628F4R-UKNCSAVIV373|POWER 770|Refer to DOMS||
ukncsaviv389.via.novonet||HP|IBM|2013-02-22 00:00:00|0628F4R-UKNCSAVIV389|POWER 770|Refer to DOMS||
ukncsaviv390.via.novonet||HP|IBM|2013-02-22 00:00:00|0628F4R-UKNCSAVIV390|POWER 770|Refer to DOMS||
ukncsaviv391.via.novonet||HP|IBM|2013-02-22 00:00:00|0628F4R-UKNCSAVIV391|POWER 770|Refer to DOMS||
ukncsaviv392.via.novonet||HP|IBM|2013-02-22 00:00:00|0628F4R-UKNCSAVIV392|POWER 770|Refer to DOMS||
